,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1340,12%,"Lambrusco di Modena, Central Italy, Italy",750 ml,Sparkling, Italy,2/1/2015,"Made with the Lambrusco di Sorbara grape, this conveys aromas of crushed violet, dried red berry and toasted hazelnut. The lively palate offers raspberry, nut and pink grapefruit alongside persistent bubbles and brisk acidity. Panebianco, Golden State Wine.",Metodo Classico Brut,Multiple U.S. importers,Cantina della Volta 2010 Metodo Classico Brut  (Lambrusco di Modena),$25, Central Italy,87,Lambrusco di Modena,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",2010,Cantina della Volta
1341,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Made with organically farmed grapes, this has aromas of spicy blackberry, toasted oak, espresso and spearmint. The palate offers oak extract, mocha, fig and licorice alongside clenched, astringent tannins.",,VOS Selections,Moretti Omero 2010  Montefalco Sagrantino,$48, Central Italy,87,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Moretti Omero
1342,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Roasted coffee bean, toasted oak, dried tobacco leaf and grilled porcini mushroom aromas open this powerfully structured, tannic wine. The palate displays dried black cherry, vanilla, licorice, roasted coffee bean and a confectionary note, but not enough fruit richness to stand up to the raspy, drying tannins.",,BelVino LLC,Perticaia 2010  Montefalco Sagrantino,$49, Central Italy,87,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Perticaia
1343,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Aromas include underbrush, truffle, plum, espresso and grilled herb. The palate offers prune, dried cherry, soy sauce, vanilla, oak extract and roasted coffee bean alongside bracing and rather astringent wood tannins.",,Banfi Vintners,Tenuta Alzatura 2009  Montefalco Sagrantino,$40, Central Italy,87,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Tenuta Alzatura
1344,8%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Dessert, Italy,2/1/2015,"This frothy red dessert wine opens with aromas of blue flower, ripe berry and cake spice. The off-dry palate offers candied red cherry, sweet plum, cinnamon and a confectionary note alongside bright acidity.",San Giuseppe Demi Sec,Solstars,Cantina di Sorbara 2013 San Giuseppe Demi Sec  (Lambrusco di Sorbara),N/A, Central Italy,86,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco, Italian Red",2013,Cantina di Sorbara
1345,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Oak, toast, leafy underbrush and steeped plum aromas segue to the palate that shows coffee, vanilla, stewed blackberry and a confectionary note. The fruit is drying up quickly, making the astringent tannins and evident alcohol even more noticeable.",Amedeo,Allied Beverage Group,Signae 2007 Amedeo  (Montefalco Sagrantino),$108, Central Italy,86,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2007,Signae
1346,14.5%,"Montefalco Rosso, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Aromas suggest toasted oak, green peppercorn, espresso, woodshop and sawdust. The palate is starting to dry up, displaying dried cherry, roasted coffee bean and evident alcohol alongside raspy tannins.",,Allied Beverage Group,Signae 2009  Montefalco Rosso,$40, Central Italy,86,Montefalco Rosso,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Signae
1347,13.5%,"Umbria, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Made with 100% Sagrantino, this presents aromas of grilled sage, espresso, blue flower and blackberry. On the palate, mature plum and a confectionary note back up oak-driven sensations of coconut, vanilla and mocha. It's already evolved and rather shy on freshness, with muted, fleeting tannins. Drink through 2016.",Benozzo,Montcalm Wine Importers,Campo della Maestà 2011 Benozzo Sagrantino (Umbria),$33, Central Italy,86,Umbria,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2011,Campo della Maestà
1348,8%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Dessert, Italy,2/1/2015,"Fruity aromas of ripe plum, crushed blackberry and wild raspberry follow through to the lively palate. It's off dry, with bright acidity and a light effervescence.",Nicchia Amabile,T. Edward Wines Ltd,Cantina di Sorbara NV Nicchia Amabile  (Lambrusco di Sorbara),$13, Central Italy,86,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco, Italian Red",,Cantina di Sorbara
1349,8%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Dessert, Italy,2/1/2015,"Intensely fruity, this simple dessert sparkler offers juicy raspberry, crushed red cherry and strawberry alongside vanilla and a confectionary note. Bright acidity offsets the semisweet flavors.",Amorosa Amabile Rosato,Solstars,Cantina di Sorbara NV Amorosa Amabile Rosato  (Lambrusco di Sorbara),$10, Central Italy,85,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco, Italian Red",,Cantina di Sorbara
1350,8.5%,"Lambrusco Grasparossa di Castelvetro, Central Italy, Italy",750 ml,Dessert, Italy,2/1/2015,"This frothy, inky-colored wine has a floral fragrance of violet, prune and tilled earth. The semisweet, slightly tannic palate offers blackberry extract, raisin and a confectionary note. Pair it with fruit tarts.",Rossoestella,Vinilandia USA,Villa di Corlo 2012 Rossoestella  (Lambrusco Grasparossa di Castelvetro),$16, Central Italy,85,Lambrusco Grasparossa di Castelvetro,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco Grasparossa, Italian Red",2012,Villa di Corlo
1351,8%,"Lambrusco Grasparossa di Castelvetro, Central Italy, Italy",750 ml,Dessert, Italy,2/1/2015,"Frothy and informal, this semisweet, fruity red delivers sensations of crushed black grapes, fleshy blackberry and wild raspberry. It has a clean, refreshing finish.",Centenario Amabile,Dalla Terra Winery Direct,Cleto Chiarli 2013 Centenario Amabile  (Lambrusco Grasparossa di Castelvetro),$12, Central Italy,85,Lambrusco Grasparossa di Castelvetro,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco Grasparossa, Italian Red",2013,Cleto Chiarli
1352,8%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Dessert, Italy,2/1/2015,"This deeply colored, slightly sparkling dessert wine opens with aromas of ripe plum and raisin. The dense palate offers dried black cherry and sweet blueberry extract.",Allegro Amabile,D&D Italian Wines,Cantina di Sorbara NV Allegro Amabile  (Lambrusco di Sorbara),$10, Central Italy,84,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco, Italian Red",,Cantina di Sorbara
1353,8%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Dessert, Italy,2/1/2015,"This bubbly, semisweet and simple Lambrusco offers bright fruit flavors of crushed strawberry and red raspberry alongside a confectionary note and tangy acidity.",Allegro Amabile Rosé,D&D Italian Wines,Cantina di Sorbara NV Allegro Amabile Rosé  (Lambrusco di Sorbara),$10, Central Italy,84,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco, Italian Red",,Cantina di Sorbara
1354,11%,"Lambrusco Grasparossa di Castelvetro, Central Italy, Italy",750 ml,Sparkling, Italy,2/1/2015,"This easygoing sparkler opens with aromas of dark fruit and blue flower. The simple, zesty palate offers blackberry and blueberry alongside steely bubbles.",15,Soilair Selection,La Battagliola 2013 15  (Lambrusco Grasparossa di Castelvetro),$19, Central Italy,84,Lambrusco Grasparossa di Castelvetro,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco Grasparossa, Italian Red",2013,La Battagliola
1355,8%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Sparkling, Italy,2/1/2015,"This simple, semisweet wine opens with aromas of blue flower and ripe red berry. The easygoing palate offers sweet candied cherry, strawberry, papaya and confectionary notes alongside fresh acidity.",Allegro Amabile Rosé,Solstars,Cantina di Sorbara 2013 Allegro Amabile Rosé  (Lambrusco di Sorbara),N/A, Central Italy,84,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco, Italian Red",2013,Cantina di Sorbara
1356,15%,"Vino da Tavola, Italy Other, Italy",750 ml,Red, Italy,12/31/2014,"Made from ungrafted Nerello Mascalese vines planted in 1930, this compelling wine offers intense blackberry, black cherry, tilled soil, blue flower and Mediterranean spice sensations. It's big and powerful, with gripping tannins and layers of depth. Give this time to develop complexity. Drink 2017–2027.",MunJebel Rosso 9 CS,Zev Rovine Selections,Frank Cornelissen 2012 MunJebel Rosso 9 CS Nerello Mascalese (Vino da Tavola),$64, Italy Other,93,Vino da Tavola,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2012,Frank Cornelissen
1357,15%,"Vino da Tavola, Italy Other, Italy",750 ml,Red, Italy,12/31/2014,"Made from 100-year-old Nerello Mascalese vines, this bold wine is loaded with flavor and complexity. It's endowed with layers of smoky mineral sensations, underbrush, mature black and red berry fruit, leather, blue flower and Mediterranean spices alongside fresh acidity and bracing tannins. This is still young and needs time to develop fully and come together. Drink after 2020.",Magma Rosso 10,Zev Rovine Selections,Frank Cornelissen 2012 Magma Rosso 10 Nerello Mascalese (Vino da Tavola),$225, Italy Other,93,Vino da Tavola,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2012,Frank Cornelissen
1358,11.5%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Sparkling, Italy,12/31/2014,"Refermented in the bottle, this frothy, delicious red delivers rose, blue flower, juicy raspberry, sour cherry and yeasty aromas that carry over to the dry, refreshing palate. It's elegant with wonderful intensity and a juicy, lingering finish.",Fondatore,Dalla Terra Winery Direct,Cleto Chiarli 2013 Fondatore  (Lambrusco di Sorbara),$17, Central Italy,90,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",2013,Cleto Chiarli
1359,11.5%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Sparkling, Italy,12/31/2014,"Invigorating and frothy, this opens with aromas of woodland berries and violets. The savory palate offers mouthfuls of wild cherry, strawberry and clove alongside bright acidity and small, persistent bubbles. Chill this down for a crisp and refreshing summer red.",Radice,Porto Vino Italiano,Paltrinieri 2012 Radice  (Lambrusco di Sorbara),$21, Central Italy,90,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",2012,Paltrinieri
1360,15%,"Vino da Tavola, Italy Other, Italy",750 ml,Red, Italy,12/31/2014,"Made from 68-year-old Nerello Mascalese vines and aged in terra-cotta amphorae, this ripe and powerful wine offers aromas of leather, tilled earth, game, truffle and black berry fruit. The juicy palate delivers mouthfuls of black cherry accented with clove and cinnamon alongside round, velvety tannins and the warmth of alcohol.",MunJebel 9 MC,Zev Rovine Selections,Frank Cornelissen 2012 MunJebel 9 MC Nerello Mascalese (Vino da Tavola),$64, Italy Other,90,Vino da Tavola,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2012,Frank Cornelissen
1361,15%,"Vino da Tavola, Italy Other, Italy",750 ml,Red, Italy,12/31/2014,"This wine is produced solely with Nerello Mascalese grapes aged in terra cotta vessels and made with no selected yeasts or added sulfites. It offers concentrated black cherry, raspberry and licorice flavors accented with cracked black pepper and smoky mineral alongside big but velvety tannins. The warmth of alcohol marks the close.",Munjebel Rosso 9,Zev Rovine Selections,Frank Cornelissen 2012 Munjebel Rosso 9 Nerello Mascalese (Vino da Tavola),$40, Italy Other,89,Vino da Tavola,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2012,Frank Cornelissen
1362,15%,"Vino da Tavola, Italy Other, Italy",750 ml,Red, Italy,12/31/2014,"This is an intense, extreme wine made from Nerello Mascalese vines planted in the 1940s. It's handcrafted, with no selected yeasts or added sulfites, and aged in terra cotta vessels. It's loaded with smoky mineral, concentrated black cherry, black pepper, cinnamon and notes of balsamic herbs framed by solid, velvety tannins. The only criticism is a slight fizzy sensation, but total perfection isn't what this wine is about.",MunJebel 9 VA,Zev Rovine Selections,Frank Cornelissen 2012 MunJebel 9 VA Nerello Mascalese (Vino da Tavola),$64, Italy Other,89,Vino da Tavola,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2012,Frank Cornelissen
1363,11.5%,"Lambrusco Grasparossa di Castelvetro, Central Italy, Italy",750 ml,Sparkling, Italy,12/31/2014,"Dense and delicious, this deeply colored wine opens with aromas of blue flower, plum, raspberry and graphite. The lively, savory palate delivers concentrated black cherry, cassis, white pepper and mineral before reaching a dry finish. Thanks to broad but fine tannins, it has a surprisingly solid structure for such an easy-drinking, enjoyable wine.",Corleto,Vinilandia USA,Villa di Corlo 2013 Corleto  (Lambrusco Grasparossa di Castelvetro),$19, Central Italy,89,Lambrusco Grasparossa di Castelvetro,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco Grasparossa, Italian Red",2013,Villa di Corlo
1364,11%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Sparkling, Italy,12/31/2014,"Fruity, fresh and bone dry, this offers aromas of bright red berries and a hint of violets. The refreshing palate delivers intense strawberry and wild cherry accented with a hint of white pepper. Serve chilled and sip on the deck in summertime or pair with cold cuts.",L'Eclisse,Porto Vino Italiano,Paltrinieri 2013 L'Eclisse  (Lambrusco di Sorbara),$24, Central Italy,89,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",2013,Paltrinieri
1365,11%,"Lambrusco Grasparossa di Castelvetro, Central Italy, Italy",750 ml,Sparkling, Italy,12/31/2014,"Aromas suggest violet, black plum, crushed black cherry and wild strawberry. The intense fruit sensations carry over to the palate with a note of white pepper, while robust but fine tannins lend structure.",Vigneto Cialdini,Dalla Terra Winery Direct,Cleto Chiarli 2013 Vigneto Cialdini  (Lambrusco Grasparossa di Castelvetro),$16, Central Italy,89,Lambrusco Grasparossa di Castelvetro,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco Grasparossa, Italian Red",2013,Cleto Chiarli
1366,11%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Sparkling, Italy,12/31/2014,"The lovely fragrance recalls crushed blue flower and wild berry. The refreshing, frothy palate doles out pink grapefruit, candied cherry and nectarine alongside brisk acidity. Pair it with pizza or pasta topped with dense tomato sauce.",Radice,Porto Vino Italiano,Paltrinieri 2013 Radice  (Lambrusco di Sorbara),$21, Central Italy,89,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",2013,Paltrinieri
1367,12%,"Lambrusco Grasparossa di Castelvetro, Central Italy, Italy",750 ml,Sparkling, Italy,12/31/2014,"Juicy blackberry, blueberry, black cherry, violet, mineral and black pepper are just some of the aromas and flavors of this savory, vibrant red. Made with organically farmed grapes and fermented with native yeasts, it's earthy, zesty, firmly structured and yet so drinkable. Kermit Lynch Wine Merchants, Estelle Imports.",Monovitigno,Multiple U.S. importers,Fattoria Moretto 2013 Monovitigno  (Lambrusco Grasparossa di Castelvetro),$24, Central Italy,88,Lambrusco Grasparossa di Castelvetro,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco Grasparossa, Italian Red",2013,Fattoria Moretto
