,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1307,13%,"Almansa, Central Spain, Spain",750 ml,Red, Spain,7/1/2011,"A little foxy at first, with lively, forward aromas of herbs, bramble, wild berry and black cherry. Doesn't take long in the glass to show its qualities, which include structure and plenty of fruit, herbs, pepper and dry spice on the palate. A voluminous, interesting Garnacha to slot into the everyday category.",,Grapes of Spain,Higueruela 2009 Garnacha (Almansa),$11, Central Spain,88,Almansa,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Higueruela
1308,13%,"Almansa, Central Spain, Spain",750 ml,Red, Spain,7/1/2011,"This colorfully packaged wine screams “concept export,” but what's in the bottle holds up to scrutiny. There's above-average cherry/berry aromas and then a full palate with popping acidity pushing lightly herbal plum and berry flavors. A well-made Garnacha from 20-year-old vineyards.",BT Bodega Tintoralba,Grapes of Spain,Santa Quiteria 2009 BT Bodega Tintoralba Garnacha (Almansa),$9, Central Spain,87,Almansa,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Santa Quiteria
1309,15.5%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,7/1/2011,"Pointed and fresh on the nose despite a whopping and seemingly heavy 15.5% alcohol level. Given its weight class, sweetness on the bouquet and palate are not unexpected; flavors run toward candied cherry and raspberry, and as a whole it's all about sweet, bouncy red fruit and friendliness.",,Aviva Vino,Retorno 2009 Garnacha (Calatayud),$9, Northern Spain,86,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Retorno
1310,13.5%,"Cariñena, Northern Spain, Spain",750 ml,Red, Spain,7/1/2011,"Young, scratchy and sweet on the nose, but overall it's a good taste of easygoing Garnacha. Flavors are sweet and plummy, with blackberry and a touch of creamy vanilla. Finishes candied and thick, with a soft, sweet, short finish.",Picos del Montgó Old Vines,Regency Wine Group,Montgó 2009 Picos del Montgó Old Vines Garnacha (Cariñena),$9, Northern Spain,85,Cariñena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Montgó
1311,14.4%,"Mendocino County, Mendocino County, California, US",750 ml,Red, US,6/1/2011,"A delicious Grenache sourced from Mendocino's Eaglepoint Vineyards, a high-elevation, cool-climate site with a peppery opening note that extends itself through dense chewy tannins and the bright fruitiness and inviting aromatics we all love about Grenache. A very nice bottle of wine with great backbone and depth that should age another 5–10 years.",Terroir Select,,Stonehedge 2007 Terroir Select Grenache (Mendocino County),$26, California,90, Mendocino County,Virginie Boone,@vboone,Mendocino County,Not rated yet [Add Your Review],Grenache,2007,Stonehedge
1312,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2011,"Rich, round and fruity, this substantial Grenache demonstrates the potential for this grape in Washington. Though winter hardiness can be a problem, in years such as this, where it ripens perfectly, the vines deliver a juicy, full-bodied wine brimming with cherry and brambly berry flavors. Here it has a light dusting of chocolate from aging in mostly neutral barrels.",,,Dusted Valley 2008 Grenache (Columbia Valley (WA)),$28, Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Grenache,2008,Dusted Valley
1313,13%,"Cariñena, Northern Spain, Spain",750 ml,Red, Spain,5/1/2011,"Fruity, sweet, a touch rubbery, and very much what you should expect from a good, ready, well-made Garnacha from Aragón. The palate is lush and full, with snappy blackberry, raspberry and plum flavors. Round on the finish, with size and texture. Drink now through 2012.",,Table 31 Imports,Monfil 2009 Garnacha (Cariñena),$11, Northern Spain,88,Cariñena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Monfil
1314,13.5%,"Cariñena, Northern Spain, Spain",750 ml,Red, Spain,5/1/2011,"Sweet, ripe, rich and a little baked on the bold bouquet, with a good mouthfeel, layered blackberry and plum fruit, and then a long, robust and clean finish. As value-priced Garnacha from Spain goes, this is on the dot.",Menguante,Frontier Wine Imports,Viñedos y Bodegas Pablo 2008 Menguante Garnacha (Cariñena),$12, Northern Spain,88,Cariñena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Viñedos y Bodegas Pablo
1315,13.5%,"Cariñena, Northern Spain, Spain",750 ml,Red, Spain,5/1/2011,"Full, sweet, a touch reduced and granular on the nose, but exemplary of what affordable Garnacha from a good vintage should be like. The palate is stacked and deep, while the flavors are a mix of wild berry, rubber, toast and espresso. Turns a bit hot on the finish, but food will tame that. Drink now.",,Frontier Wine Imports,Lelia 2009 Garnacha (Cariñena),$10, Northern Spain,87,Cariñena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Lelia
1316,13.5%,"Cariñena, Northern Spain, Spain",750 ml,Red, Spain,5/1/2011,"Nice violet and minerally aromas mix with sweet berry scents, and right then you know you have a competent, correct Garnacha on your hands. It's a bit acidic and bouncy, but the flavors of berry and plum are firm, tasty and fade well on the finish. A fresh and zesty wine for near-term drinking.",ia,Hand Picked Selections,Bodegas Virgen del Águila 2009 ia Garnacha (Cariñena),$11, Northern Spain,86,Cariñena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Bodegas Virgen del Águila
1317,13.5%,"Cariñena, Northern Spain, Spain",750 ml,Red, Spain,5/1/2011,"Fresh and fruity on the nose, and inviting for what it is: a basic Garnacha with color, spirit and lots of blackberry and plum flavors. The palate is tight and rubbery, but overall this is a fine value despite its short, simple finish.",Old Vine,Belmont Select Wines,Monastir 2008 Old Vine Garnacha (Cariñena),$11, Northern Spain,86,Cariñena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Monastir
1318,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,4/1/2011,"Happily, each new vintage of Bésoleil is a bit larger than the previous year, so more people can taste what a joy this wine is. In 2008 it's 82% Grenache, 9% Syrah and 9% Mourvèdre. As with all the Betz wines, it is intensely aromatic. The wine glass fairly explodes with scents of grape, plum, raspberry and cherry. In the mouth grace notes offer hints of leaf and fresh herb. Plush and irresistible.",Bésoleil,,Betz Family 2008 Bésoleil Grenache (Columbia Valley (WA)),$45, Washington,93, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Grenache,2008,Betz Family
1319,14%,"Mendocino, Mendocino County, California, US",750 ml,Red, US,4/1/2011,"A lovely, miniscule-production Mendocino Grenache, made from certified-organic grapes grown on the old vines of Testa Vineyard, some of the oldest organic vines in the North Coast. The result is a surprisingly bright, lively, fine-drinking Grenache, just as it should be, with lots of juicy cranberry and red fruit on the palate and the bones to age. A tiny bit tight when first opened, it opens up quickly and deliciously.",Testa Vineyard,,Horse & Plow 2009 Testa Vineyard Grenache (Mendocino),$22, California,90, Mendocino County,Virginie Boone,@vboone,Mendocino,Not rated yet [Add Your Review],Grenache,2009,Horse & Plow
1320,N/A,"Walla Walla Valley (OR), Oregon Other, Oregon, US",750 ml,Red, US,2/1/2011,"This is starting to develop some secondary fruit aromas, richly suggestive of fresh-baked strawberry tarts, with a hint of the Cayuse funk underscoring the complexity. Penetrating and dense, this is both powerful and elegant, with precision and pungency. The liquid minerality provides a firm foundation and elevates the texture. This is a unique style of Grenache, that ripens slowly into a lingering finish with dried herbs and tanned leather.",God Only Knows,,Cayuse 2007 God Only Knows Grenache (Walla Walla Valley (OR)),$70, Oregon,93, Oregon Other,Paul Gregutt,@paulgwine ,Walla Walla Valley (OR),Not rated yet [Add Your Review],Grenache,2007,Cayuse
1321,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,2/1/2011,"This Armada vineyard (Cayuse) Grenache has got the funk, the terroir of the Rocks, and a spicy/herbal component that shines through. The depth and detail are amazing, and there is plenty of the Cayuse funk—it's a love it or hate it flavor, but it is unique and complex. Has 10% Syrah is in the blend.",The Boy,,K Vintners 2007 The Boy Grenache (Walla Walla Valley (WA)),$45, Washington,92, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Grenache,2007,K Vintners
1322,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,2/1/2011,"Stillwater Creek may prove to be one of the great Grenache sites in Washington, which is experiencing a state-wide renaissance with the grape. This is a stellar effort, bursting with juicy red fruit, bourbon barrel, candied cherries, and a finishing layer of sweet chocolate. Though it bursts onto the palate with a rainbow of fruit flavor, it persists and shows both depth and length as well. Lovely.",Stillwater Creek Vineyard,,Novelty Hill 2007 Stillwater Creek Vineyard Grenache (Columbia Valley (WA)),$28, Washington,92, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Grenache,2007,Novelty Hill
1323,N/A,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,2/1/2011,"Big and juicy, this full throttle Grenache screams across the palate with a load of spicy cherry, brambly berry, and bourbon-soaked plum flavors. Tannins are toasty and the finish leaves a pleasingly bitter coffee impression.",,,McCrea Cellars 2008 Grenache (Yakima Valley),$28, Washington,91, Columbia Valley,Paul Gregutt,@paulgwine ,Yakima Valley,Not rated yet [Add Your Review],Grenache,2008,McCrea Cellars
1324,15%,"Montsant, Catalonia, Spain",500 ml,Dessert, Spain,2/1/2011,"Not a lot of glaring aromas of a sweet wine here; in fact, it's showing fresh tomato, cherry and more dryness on the nose than candy or syrup. The palate is tight and a little clipped, with sweet cassis and reduced black plum flavors. Short on the finish, but good and grabby overall.",Ètim Varema Tardana Negre,Continent Wines Inc,Agricola Falset-Marca 2007 Ètim Varema Tardana Negre Grenache (Montsant),$27, Catalonia,88,Montsant,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Grenache,2007,Agricola Falset-Marca
1325,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2010,"This 100% Grenache is young and grapy, flavorful and forward. This has more muscle and depth than might be expected from such young vines. There is a strong streak of grapefruit/ pineapple citrus that elevates and adds some nervous energy to the finish.",Stillwater Creek Vineyard,,Darby 2008 Stillwater Creek Vineyard Grenache (Columbia Valley (WA)),$45, Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Grenache,2008,Darby
1326,14%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,12/31/2010,"Very smooth with youthful, juicy, fragrant berry aromas along with a bouncy palate full of sweet cherry and cassis flavors. Clean, snappy, alert and healthy. More simple and straightforward than complex, but worth the money and then some.",,Aviva Vino,Aletta 2008 Garnacha (Campo de Borja),$8, Northern Spain,88,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Aletta
1327,N/A,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,12/31/2010,"This bright and fruity take on the southern Rhône grape is packed with fresh, tangy raspberry flavor, tight and balanced.",Vineyard Select,,Olsen Estates 2008 Vineyard Select Grenache (Yakima Valley),$38, Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Yakima Valley,Not rated yet [Add Your Review],Grenache,2008,Olsen Estates
1328,13%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,12/31/2010,"A perfectly solid Garnacha with pepper, bright red fruit and a touch of country style to the bouquet despite its pedestrian price. The palate is bright and tastes of plum and red berry, while the feel is good and the finish fruity and lively. What inexpensive red wine should be.",,Scoperta Importing Co. Inc,Crucillon 2009 Garnacha (Campo de Borja),$7, Northern Spain,87,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Crucillon
1329,14%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,12/31/2010,"A bit flat and jammy on the nose, and then it runs hot and heavy across the palate, where the flavors waver between citric and plum-cherry. There's a lot of fruit here, but also some burn and finally a dull hum to the finish.",,WX Brands,Tienen Duende 2009 Garnacha (Campo de Borja),$9, Northern Spain,84,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Tienen Duende
1330,15.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,11/1/2010,"Powerful and raisiny on the nose, with asphalt, char and cassis. The palate is saturated and sweet, with flavors of black raisin, plum and blackberry. Staunch on the finish, with licorice and blackness. Solid, strong Garnacha. Drink now through 2012.",Colección Vivanco Parcelas de Garnacha,Opici Wines,Dinastía Vivanco 2007 Colección Vivanco Parcelas de Garnacha  (Rioja),$95, Northern Spain,90,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2007,Dinastía Vivanco
1331,13%,"Navarra, Northern Spain, Spain",750 ml,Rose, Spain,11/1/2010,"A little on the heavy, sweet and full side, but that's made up for via true berry and citrus flavors, a clean mouthfeel, and just enough vital acidity. First takes signal a full and ripe-styled rosé with a slight sugary cloy, but there's also depth of flavor and more complexity than many wines of this price offer.",Rosado,Frontier Wine Imports,Ochoa 2009 Rosado Garnacha (Navarra),$12, Northern Spain,87,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Ochoa
1332,15.8%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,10/1/2010,"Remarkably well balanced for a wine at nearly 16% alcohol, this is also quite fragrant and complex, boasting an array of scents ranging from slightly mushroomy, savory notes through dried flowers and baking spices. The texture is wonderfully lush and supple, while the flavors add fruit sweetness to the savory components. Long on the finish. Drink now–2015.",Chateau Chateau Pergola Blewitt Springs,The Grateful Palate,R Wines 2007 Chateau Chateau Pergola Blewitt Springs Grenache (McLaren Vale),$67, South Australia,94,McLaren Vale,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2007,R Wines
1333,14.5%,"Clarendon, South Australia, Australia",750 ml,Red, Australia,10/1/2010,"Blewitt + Grenache + 2007 = something magical, to judge from the two offerings tasted for this report. Clarendon Hills's bottling is dense and powerful yet doesn't lose its way. Potent plum pudding and spice cake notes offer plenty of complexity and richness, without excessive weight. Long and slightly warming on the finish. Drink now–2017.",Blewitt Springs,E & J Gallo,Clarendon Hills 2007 Blewitt Springs Grenache (Clarendon),$50, South Australia,93,Clarendon,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2007,Clarendon Hills
